xplane,yplane,xrocket,yrocket,vc,xnc,xnt,rtm,time,theta,he,lamda,xlead,vm1,vm2,vt1,vt2,rtm1,rtm2,rtm,vtm1,vtm2
39979.9987792969,12000,55.5498476574888,22.6762930016626,3943.98084299512,3450.12913762364,0,41742.0687363789,0.0005052,0.387568335882297,0,0.291594480717911,0.0959738551643866,2777.49244495623,1133.81467542586,-1000,0,39979.9987792969,12000,41742.0687363789,-3777.49244495623,-1133.81467542586
39959.9975585938,12000,111.099695062622,45.3525866215172,3943.98083979587,3450.12923452149,0,41663.1879516807,0.0025056,0.387568347010899,0,0.291594489143957,0.0959738578669421,2777.49243233846,1133.81470633547,-1000,0,39904.4477109363,11977.3237069983,41663.1879516807,-3777.49243233846,-1133.81470633547
39939.9963378906,12000,166.649542214921,68.0288808607367,3943.98083659055,3450.12933160315,0,41584.3071670465,0.0150137,0.387568358160611,0,0.291594497585987,0.0959738605746241,2777.49241969675,1133.81473730371,-1000,0,39828.896642828,11954.6474133785,41584.3071670465,-3777.49241969675,-1133.81473730371
39919.9951171875,12000,222.199389113906,90.7051757204981,3943.98083337914,3450.12942886931,0,41505.4263824764,0.0366743,0.387568369331513,0,0.291594506044061,0.0959738632874521,2777.49240703102,1133.81476833081,-1000,0,39753.3455749726,11931.9711191393,41505.4263824764,-3777.49240703102,-1133.81476833081
39899.9938964844,12000,277.749235759093,113.381471201983,3943.98083016162,3450.12952632068,0,41426.5455979705,0.0531991,0.387568380523686,0,0.291594514518241,0.0959738660054457,2777.49239434117,1133.81479941698,-1000,0,39677.7945073705,11909.2948242795,41426.5455979705,-3777.49239434117,-1133.81479941698
39879.9926757813,12000,333.29908215,136.057767306378,3943.98082693796,3450.12962395796,0,41347.664813529,0.0705249,0.387568391737212,0,0.291594523008587,0.0959738687286246,2777.49238162711,1133.81483056246,-1000,0,39602.2434400222,11886.618528798,41347.664813529,-3777.49238162711,-1133.81483056246
39859.9914550781,12000,388.848928286139,158.734064034872,3943.98082370813,3450.12972178187,0,41268.7840291519,0.0874728,0.387568402972171,0,0.291594531515162,0.0959738714570086,2777.49236888874,1133.81486176748,-1000,0,39526.6923729281,11863.9422326936,41268.7840291519,-3777.49236888874,-1133.81486176748
39839.990234375,12000,444.398774167022,181.410361388663,3943.98082047212,3450.12981979312,0,41189.9032448395,0.1041935,0.387568414228646,0,0.291594540038028,0.0959738741906178,2777.49235612598,1133.81489303225,-1000,0,39451.1413060889,11841.2659359651,41189.9032448395,-3777.49235612598,-1133.81489303225
39819.9890136719,12000,499.948619792161,204.086659368948,3943.98081722991,3450.12991799243,0,41111.0224605918,0.1204463,0.387568425506719,0,0.291594548577247,0.095973876929472,2777.49234333874,1133.81492435701,-1000,0,39375.5902395049,11818.5896386113,41111.0224605918,-3777.49234333874,-1133.81492435701
39799.9877929688,12000,555.498465161064,226.762957976933,3943.98081398145,3450.13001638052,0,41032.1416764089,0.1371073,0.387568436806474,0,0.291594557132882,0.0959738796735915,2777.49233052691,1133.81495574199,-1000,0,39300.0391731766,11795.9133406311,41032.1416764089,-3777.49233052691,-1133.81495574199
39779.9865722656,12000,611.048310273236,249.439257213827,3943.98081072675,3450.13011495812,0,40953.260892291,0.1541728,0.387568448127994,0,0.291594565704997,0.0959738824229966,2777.4923176904,1133.81498718743,-1000,0,39224.4881071046,11773.2370420231,40953.260892291,-3777.4923176904,-1133.81498718743
39759.9853515625,12000,666.598155128182,272.115557080843,3943.98080746576,3450.13021372596,0,40874.3801082382,0.1712289,0.387568459471362,0,0.291594574293655,0.0959738851777076,2777.49230482912,1133.81501869355,-1000,0,39148.9370412893,11750.5607427862,40874.3801082382,-3777.49230482912,-1133.81501869355
39739.9841308594,12000,722.147999725406,294.7918575792,3943.98080419846,3450.13031268478,0,40795.4993242506,0.1875046,0.387568470836664,0,0.291594582898919,0.0959738879377452,2777.49229194297,1133.81505026059,-1000,0,39073.3859757312,11727.8844429192,40795.4993242506,-3777.49229194297,-1133.81505026059
39719.9829101563,12000,777.697844064407,317.468158710121,3943.98080092483,3450.13041183532,0,40716.6185403284,0.2042612,0.387568482223985,0,0.291594591520855,0.0959738907031298,2777.49227903185,1133.81508188878,-1000,0,38997.8349104308,11705.2081424208,40716.6185403284,-3777.49227903185,-1133.81508188878
39699.9816894531,12000,833.247688144685,340.144460474833,3943.98079764485,3450.13051117831,0,40637.7377564716,0.2211303,0.38756849363341,0,0.291594600159527,0.0959738934738824,2777.49226609567,1133.81511357837,-1000,0,38922.2838453887,11682.5318412899,40637.7377564716,-3777.49226609567,-1133.81511357837
39679.98046875,12000,888.797531965736,362.82076287457,3943.9807943585,3450.13061071452,0,40558.8569726805,0.2377726,0.387568505065024,0,0.291594608815,0.0959738962500237,2777.49225313433,1133.81514532959,-1000,0,38846.7327806053,11659.8555395252,40558.8569726805,-3777.49225313433,-1133.81514532959
